product_name,product_category_tree,retail_price,discounted_price,product_rating,overall_rating,brand,is_FK_Advantage_product,Stock_Level,Quantity,Rarity,Rarity_Encoded,Category_Encoded,Brand_Encoded
Rock Rocket Desktop Charger 6950290687051 USB USB Hub,"[""Computers >> Laptop Accessories >> USB Gadgets >> Rock USB Gadgets""]",3199.0,2999.0,1.0,1.0,Rock,0,27,59,High,2,186,280
Mydress Mystyle Bulb Led USB Led Light,"[""Computers >> Laptop Accessories >> USB Gadgets >> Mydress Mystyle USB Gadgets""]",999.0,75.0,3.7,3.7,Mydress Mystyle,0,57,98,Medium,1,185,213
ShadowFax Table Air Fan Cooler USB USB Fan,"[""Computers >> Laptop Accessories >> USB Gadgets >> ShadowFax USB Gadgets""]",1299.0,799.0,2.0,2.0,ShadowFax,0,169,88,High,2,188,295
Finger's USB Fan Cum Power bank Black New USB USB Fan,"[""Computers >> Laptop Accessories >> USB Gadgets >> Finger's USB Gadgets""]",999.0,849.0,4.0,4.0,Finger's,0,87,79,Low,0,182,119
DGB Flexi Touch X-11 USB Led Light,"[""Computers >> Laptop Accessories >> USB Gadgets >> DGB USB Gadgets""]",329.0,259.0,5.0,5.0,DGB,0,149,38,High,2,180,77
Generix HDMI Female To Female Coupler Jointer Adapter Extender Gender Changer gx-hdmi-coupler USB HDMI Connector,"[""Computers >> Laptop Accessories >> USB Gadgets >> Generix USB Gadgets""]",299.0,166.0,5.0,5.0,Generix,0,89,72,Medium,1,183,124
Mydress Mystyle Bulb Led USB Led Light,"[""Computers >> Laptop Accessories >> USB Gadgets >> Mydress Mystyle USB Gadgets""]",999.0,85.0,3.7,3.7,Mydress Mystyle,0,82,5,Low,0,185,213
LG DH313OS 5.1 Home Theatre System,"[""Home Entertainment >> Video Players & Accessories >> Home Theaters >> LG Home Theaters""]",8990.0,7900.0,5.0,5.0,LG,0,114,48,High,2,276,175
"Smiledrive Portable Key Chain Charger IPhone 5, 5s, 5c USB Sync & Charge Cable","[""Computers >> Laptop Accessories >> USB Gadgets >> Smiledrive USB Gadgets""]",899.0,699.0,5.0,5.0,Smiledrive,0,5,90,High,2,189,308
Anker Uspeed AH401 3.0 4-Port SuperSpeed 68ANHUB-LB4A USB USB Hub,"[""Computers >> Laptop Accessories >> USB Gadgets >> Anker USB Gadgets""]",1660.0,1555.0,4.8,4.8,Anker,0,55,18,High,2,179,17
DGB Flexi Touch X-11 USB Led Light,"[""Computers >> Laptop Accessories >> USB Gadgets >> DGB USB Gadgets""]",329.0,259.0,5.0,5.0,DGB,0,177,70,Medium,1,180,77
DreamShop Flex Flexible Portable USB Led Light,"[""Computers >> Laptop Accessories >> USB Gadgets >> DreamShop USB Gadgets""]",599.0,129.0,5.0,5.0,DreamShop,0,8,37,Medium,1,181,95
DGB Flexi Touch X-11 USB Led Light,"[""Computers >> Laptop Accessories >> USB Gadgets >> DGB USB Gadgets""]",329.0,259.0,5.0,5.0,DGB,0,194,60,High,2,180,77
"Akshaj Lightweight Flexible Portable Adjustable With 50000 Hours Life For Keyboard Laptop Pc Notebook Power Bank, Book Reading Work Bed USB Led Light","[""Computers >> Laptop Accessories >> USB Gadgets >> Akshaj USB Gadgets""]",399.0,199.0,2.0,2.0,Akshaj,0,197,48,Low,0,178,12
Shadow Fax Table Air Fan Cooler USB USB Fan,"[""Computers >> Laptop Accessories >> USB Gadgets >> Shadow Fax USB Gadgets""]",1299.0,799.0,2.0,2.0,Shadow Fax,0,117,77,Low,0,187,294
Mydress Mystyle Bulb Led USB Led Light,"[""Computers >> Laptop Accessories >> USB Gadgets >> Mydress Mystyle USB Gadgets""]",1199.0,149.0,3.7,3.7,Mydress Mystyle,0,36,28,Medium,1,185,213
Agrima Hub Port A66 USB USB Hub,"[""Computers >> Laptop Accessories >> USB Gadgets >> Agrima USB Gadgets""]",250.0,100.0,3.0,3.0,Agrima,0,38,69,Low,0,177,10
Kensington 33399EU USB USB Hub,"[""Computers >> Laptop Accessories >> USB Gadgets >> Kensington USB Gadgets""]",699.0,549.0,4.0,4.0,Kensington,0,96,77,Medium,1,184,173
Redwave 360 Degree Powered Rotation Bluetooth Selfie Stick,"[""Mobiles & Accessories >> Mobile Accessories >> Selfie Sticks >> Redwave Selfie Sticks >> Redwave 360 Degree Powered Rotation Bluetooth Se...""]",3999.0,2999.0,5.0,5.0,Redwave,0,99,81,High,2,351,269
Sivanna Baking Powder Rouge  Highlighter,"[""Beauty and Personal Care >> Men's Grooming >> Sivanna Men's Grooming >> Sivanna Baking Powder Rouge  Highlighter (Dark p...""]",700.0,399.0,4.3,4.3,Sivanna,0,76,40,Medium,1,24,300
Leaf Men's Solid Formal Shirt,"[""Clothing >> Men's Clothing >> Shirts >> Formal Shirts >> Leaf Formal Shirts""]",1199.0,449.0,5.0,5.0,Regular,0,43,45,Medium,1,59,270
Kalrav Men's Solid Formal Shirt,"[""Clothing >> Men's Clothing >> Shirts >> Formal Shirts >> Kalrav Formal Shirts""]",2650.0,650.0,5.0,5.0,Regular,0,158,96,High,2,54,270
"Jorzzer Roniya Men's Solid Formal, Party, Wedding, Casual, Festive Shirt","[""Clothing >> Men's Clothing >> Shirts >> Formal Shirts >> Jorzzer Roniya Formal Shirts""]",2099.0,799.0,5.0,5.0,Regular,0,166,62,Low,0,53,270
Kingswood Men's Self Design Formal Shirt,"[""Clothing >> Men's Clothing >> Shirts >> Formal Shirts >> Kingswood Formal Shirts""]",999.0,499.0,1.0,1.0,Slim Fit,0,186,93,Medium,1,56,306
Kayara Collection Men's Striped Formal Shirt,"[""Clothing >> Men's Clothing >> Shirts >> Formal Shirts >> Kayara Collection Formal Shirts""]",999.0,499.0,5.0,5.0,Regular,0,122,58,Medium,1,55,270
Kraasa Men's Solid Formal Shirt,"[""Clothing >> Men's Clothing >> Shirts >> Formal Shirts >> Kraasa Formal Shirts""]",1000.0,449.0,4.8,4.8,Regular,0,7,67,High,2,57,270
Ishin Men's Solid Formal Shirt,"[""Clothing >> Men's Clothing >> Shirts >> Formal Shirts >> Ishin Formal Shirts""]",2099.0,449.0,2.0,2.0,Slim,0,127,56,Low,0,51,305
LEAF Men's Solid Formal Shirt,"[""Clothing >> Men's Clothing >> Shirts >> Formal Shirts >> LEAF Formal Shirts""]",1199.0,499.0,4.0,4.0,Regular,0,54,40,Medium,1,58,270
Kraasa Men's Solid Formal Shirt,"[""Clothing >> Men's Clothing >> Shirts >> Formal Shirts >> Kraasa Formal Shirts""]",1000.0,449.0,4.8,4.8,Regular,0,16,98,High,2,57,270
"Beadworks Acrylic, Alloy Bracelet","[""Jewellery >> Bangles, Bracelets & Armlets >> Bracelets""]",499.0,199.0,5.0,5.0,Beadworks,0,197,40,Medium,1,287,30
Sheetalworld Microfiber Set of Towels,"[""Home Furnishing >> Bath Linen >> Towels""]",800.0,369.0,4.2,4.2,Sheetalworld,0,58,91,High,2,277,297
Trident Cotton Set of Towels,"[""Home Furnishing >> Bath Linen >> Towels""]",999.0,999.0,3.5,3.5,Trident,0,137,77,Low,0,277,347
Mafatlal Cotton Bath Towel,"[""Home Furnishing >> Bath Linen >> Towels""]",735.0,680.0,3.5,3.5,Mafatlal,0,61,33,Low,0,277,194
Mafatlal Cotton Bath Towel,"[""Home Furnishing >> Bath Linen >> Towels""]",720.0,375.0,1.0,1.0,Mafatlal,0,149,6,Low,0,277,194
Riana Copper Copper Bangle,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bracelets""]",2499.0,649.0,5.0,5.0,Riana,0,116,88,Low,0,287,277
BigshopOnline Cotton Bath Towel,"[""Home Furnishing >> Bath Linen >> Towels""]",1850.0,999.0,5.0,5.0,BigshopOnline,0,51,19,Medium,1,277,38
Intex Happy Animal Chair Assortment Inflatable Air Chair,"[""Baby Care >> Furniture & Furnishings >> Inflatable Products >> Intex Inflatable Products""]",699.0,440.0,3.5,3.5,Intex,0,155,80,Medium,1,21,151
Trident Cotton Set of Towels,"[""Home Furnishing >> Bath Linen >> Towels""]",599.0,599.0,1.0,1.0,Trident,0,89,40,Low,0,277,347
Trident Cotton Set of Towels,"[""Home Furnishing >> Bath Linen >> Towels""]",999.0,699.0,5.0,5.0,Trident,0,146,92,Low,0,277,347
GoldNera Alloy Rose Gold Bangle Set,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]",998.0,199.0,3.0,3.0,GoldNera,0,70,97,Low,0,286,127
Sassoon Cotton Bath Towel,"[""Home Furnishing >> Bath Linen >> Towels""]",1299.0,1299.0,4.0,4.0,Sassoon,0,79,59,Medium,1,277,292
Mandhania Cotton Bath Towel,"[""Home Furnishing >> Bath Linen >> Towels""]",490.0,280.0,5.0,5.0,Mandhania,0,183,59,Low,0,277,197
Sassoon Cotton Bath Towel,"[""Home Furnishing >> Bath Linen >> Towels""]",689.0,689.0,5.0,5.0,Sassoon,0,107,48,Low,0,277,292
Crunchy Fashion Alloy Bangle Set,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]",1499.0,599.0,4.0,4.0,Crunchy Fashion,0,170,41,Low,0,286,73
"Alysa Alloy Pearl Yellow Gold, Rhodium Bracelet Set","[""Jewellery >> Bangles, Bracelets & Armlets >> Bracelets""]",1799.0,499.0,4.0,4.0,Alysa,0,196,13,High,2,287,14
Trident Cotton Face Towel,"[""Home Furnishing >> Bath Linen >> Towels""]",999.0,583.0,3.0,3.0,Trident,1,42,45,Low,0,277,347
Intex Kids Inflatable Air Chair,"[""Baby Care >> Furniture & Furnishings >> Inflatable Products >> Intex Inflatable Products""]",699.0,429.0,1.0,1.0,Intex,0,54,89,High,2,21,151
LukLuck Cotton Bath Towel,"[""Home Furnishing >> Bath Linen >> Towels""]",1299.0,599.0,5.0,5.0,LukLuck,0,102,53,High,2,277,187
Amber Cotton Hand Towel,"[""Home Furnishing >> Bath Linen >> Towels""]",458.0,207.0,2.0,2.0,Amber,0,86,42,Low,0,277,15
Crazytowear Metal Bangle Set,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]",700.0,365.0,5.0,5.0,Crazytowear,0,34,63,High,2,286,71
"Alysa Brass, Copper Cubic Zirconia, Emerald 18K Yellow Gold, Rhodium Bangle Set","[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]",2499.0,999.0,5.0,5.0,Alysa,0,83,27,Low,0,286,14
Zobello Leather Bracelet,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bracelets""]",349.0,349.0,3.0,3.0,Zobello,0,95,38,Medium,1,287,388
Jewels Mountain Sterling Silver Zircon Bracelet,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bracelets""]",2800.0,2150.0,5.0,5.0,Jewels Mountain,0,183,60,Medium,1,287,162
MB Cotton Set of Towels,"[""Home Furnishing >> Bath Linen >> Towels""]",1495.0,1195.0,3.5,3.5,MB,0,195,7,Medium,1,277,190
JBG Home Store Cotton Face Towel,"[""Home Furnishing >> Bath Linen >> Towels""]",449.0,249.0,3.0,3.0,JBG Home Store,0,56,5,Medium,1,277,153
Mandhania Cotton Bath Towel,"[""Home Furnishing >> Bath Linen >> Towels""]",490.0,280.0,5.0,5.0,Mandhania,0,170,45,High,2,277,197
Soulxpressions Metal Pearl Bracelet,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bracelets""]",1099.0,385.0,5.0,5.0,Soulxpressions,0,83,58,Low,0,287,311
Zobello Leather Bracelet,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bracelets""]",199.0,199.0,1.0,1.0,Zobello,0,34,31,Low,0,287,388
Trident Cotton Set of Towels,"[""Home Furnishing >> Bath Linen >> Towels""]",999.0,999.0,3.0,3.0,Trident,0,110,23,Low,0,277,347
Peora Sanmita Gold Plated Alloy Jewel Set,"[""Jewellery >> Jewellery Sets""]",2700.0,1080.0,1.0,1.0,Peora,0,55,42,Medium,1,289,243
Bombay Dyeing Cotton Bath Towel,"[""Home Furnishing >> Bath Linen >> Towels""]",549.0,514.0,5.0,5.0,Bombay Dyeing,0,85,10,Medium,1,277,46
Trident Cotton Bath Towel,"[""Home Furnishing >> Bath Linen >> Towels""]",1199.0,1199.0,4.0,4.0,Trident,0,137,32,Low,0,277,347
Trident Cotton Bath Towel,"[""Home Furnishing >> Bath Linen >> Towels""]",1199.0,1199.0,3.0,3.0,Trident,0,33,53,Medium,1,277,347
Raees Wayfarer Sunglasses,"[""Sunglasses >> Raees Wayfarer Sunglasses""]",1199.0,249.0,5.0,5.0,Raees,0,136,30,Low,0,382,264
Pu-Easy Life Monk Strap,"[""Footwear >> Kids' & Infant Footwear >> For Girls >> School Shoes >> Pu-Easy Life Monk Strap""]",499.0,275.0,3.2,3.2,Pu-Easy Life,0,142,39,Low,0,236,254
LGRL Women's Leggings,"[""LGRL Women's Leggings""]",999.0,499.0,5.0,5.0,LGRL,0,188,31,Low,0,329,176
Tara Lifestyle Slim Fit Boy's Jeans,"[""Clothing >> Kids' Clothing >> Boys Wear >> Jeans >> Tara Lifestyle Jeans >> Tara Lifestyle Slim Fit Boy's Jeans""]",899.0,399.0,5.0,5.0,Tara Lifestyle,0,149,82,Low,0,36,336
Nivia School Lace Up Shoes,"[""Footwear >> Kids' & Infant Footwear >> For Boys >> School Shoes >> Nivia School Lace Up Shoes""]",999.0,949.0,3.4,3.4,Nivia,0,78,2,Low,0,228,227
ASIAN Walking Shoes,"[""Footwear >> Kids' & Infant Footwear >> For Boys >> School Shoes >> ASIAN Walking Shoes""]",499.0,499.0,5.0,5.0,ASIAN,0,21,78,Low,0,225,3
Asian Lace Up Shoes,"[""Footwear >> Kids' & Infant Footwear >> For Boys >> School Shoes >> Asian Lace Up Shoes""]",249.0,249.0,4.0,4.0,Asian,0,88,77,Low,0,226,21
Vijayanti International Shin Guard,"[""Sports & Fitness >> Team Sports >> Hockey >> Guards >> Vijayanti Guards >> Vijayanti International Shin Guard (Assorted)""]",578.0,578.0,5.0,5.0,Vijayanti,1,73,93,Medium,1,381,362
Pu-Right Tennis-Black School Shoes,"[""Footwear >> Kids' & Infant Footwear >> For Boys >> School Shoes >> Pu-Right Tennis-Black School Shoes""]",299.0,230.0,3.0,3.0,Pu-Right,0,38,12,Low,0,229,256
BelleGirl Floral Print Baby Girl's Boxer,"[""Clothing >> Kids' Clothing >> Boys Wear >> Innerwear & Sleepwear >> Boxers >> BelleGirl Boxers >> BelleGirl Floral Print Baby Girl's Boxer (Pack o...""]",540.0,316.0,5.0,5.0,BelleGirl,0,10,39,Low,0,33,36
Rex Monk Strap,"[""Footwear >> Kids' & Infant Footwear >> For Boys >> School Shoes >> Rex Monk Strap""]",408.0,408.0,4.6,4.6,Rex,0,57,66,Medium,1,230,276
Rex School Shoes,"[""Footwear >> Kids' & Infant Footwear >> For Boys >> School Shoes >> Rex School Shoes""]",391.0,391.0,4.0,4.0,Rex,0,198,96,Medium,1,231,276
Zebie SPB100096 Solar 12000 MAH Power Bank 12000 mAh,"[""Mobiles & Accessories >> Mobile Accessories >> Power Banks >> Zebie Power Banks >> Zebie SPB100096 Solar 12000 MAH Power Bank 12000...""]",2499.0,1299.0,5.0,5.0,Zebie,0,130,13,Medium,1,337,386
Clovia Women's Full Coverage Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> Clovia Bras >> Clovia Women's Full Coverage Bra""]",549.0,272.0,4.3,4.3,Clovia,0,47,46,Low,0,73,64
Clovia Women's Full Coverage Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> Clovia Bras >> Clovia Women's Full Coverage Bra""]",279.0,249.0,4.4,4.4,Clovia,0,119,27,High,2,73,64
mobiware mw5b mobiware ultra slim 5000mah powerbank 5000 mAh,"[""Mobiles & Accessories >> Mobile Accessories >> Power Banks >> mobiware Power Banks >> mobiware mw5b mobiware ultra slim 5000mah powerb...""]",999.0,499.0,5.0,5.0,mobiware,0,115,17,High,2,339,394
Skovin Boy School Shoes Lace Up,"[""Footwear >> Kids' & Infant Footwear >> For Boys >> School Shoes >> Skovin Boy School Shoes Lace Up""]",399.0,191.0,5.0,5.0,Skovin,0,155,95,Medium,1,232,303
mobiware mw4p mobiware 4000 mah pocket powerbank 4000 mAh,"[""Mobiles & Accessories >> Mobile Accessories >> Power Banks >> mobiware Power Banks >> mobiware mw4p mobiware 4000 mah pocket powerbank...""]",1299.0,399.0,5.0,5.0,mobiware,0,187,98,High,2,338,394
Spycom Wireless 3.5mm Bluetooth Audio Music Receiver with Mic Handsfree Stereo Output Car Kit,"[""Automotive >> Accessories & Spare parts >> Car Electronics & Accessories >> Car Audio & Video >> Car Bluetooth Devices >> Spycom Wireless 3.5mm Bluetooth Audio Music Rece...""]",1200.0,788.0,2.0,2.0,Spycom,0,84,60,Medium,1,4,315
YNA Checkered Double Quilts & Comforters Red,"[""Home Furnishing >> Bed Linen >> Blankets, Quilts & Dohars""]",2295.0,984.0,4.0,4.0,YNA,0,99,64,Low,0,278,382
Sophies Shisha Assorted Hookah Flavor,"[""Home Decor & Festive Needs >> Table Decor & Handicrafts >> Table Decor >> Hookah & Hookah Flavours >> Hookah Flavors >> Sophies Hookah Flavors""]",700.0,700.0,5.0,5.0,Sophies,0,122,88,High,2,274,310
Agaro Beard MT 6014 Trimmer For Men,"[""Health & Personal Care Appliances >> Personal Care Appliances >> Trimmers""]",1395.0,865.0,2.5,2.5,Agaro,1,148,35,Low,0,247,8
Brite Rechargeable 490 Trimmer For Men,"[""Health & Personal Care Appliances >> Personal Care Appliances >> Trimmers""]",699.0,371.0,2.5,2.5,Brite,0,12,70,High,2,247,51
Asist Health Care Plain Single Electric Blanket Blue,"[""Home Furnishing >> Bed Linen >> Blankets, Quilts & Dohars""]",1990.0,1475.0,4.7,4.7,Asist Health Care,0,136,83,Low,0,278,22
Syska Led Lights 5 W LED Bulb,"[""Kitchen & Dining >> Lighting >> Bulbs >> Syska Led Lights Bulbs""]",325.0,150.0,5.0,5.0,Syska Led Lights,0,108,30,High,2,326,331
Unnati Floral Double Top Sheet Multicolor,"[""Home Furnishing >> Bed Linen >> Blankets, Quilts & Dohars""]",2997.0,999.0,5.0,5.0,Unnati,0,136,71,Low,0,278,354
Kemei Washable Body Groomer KM-6166 Trimmer For Men,"[""Health & Personal Care Appliances >> Personal Care Appliances >> Trimmers""]",895.0,449.0,4.4,4.4,Kemei,0,188,74,Low,0,247,172
Mz Nova Most Advanced 2in1 Rechargeable NHC-401 Trimmer For Men,"[""Health & Personal Care Appliances >> Personal Care Appliances >> Trimmers""]",699.0,198.0,1.0,1.0,Mz Nova,0,29,96,High,2,247,214
Wipro 5 W LED 6500K Cool Day Light Bulb,"[""Kitchen & Dining >> Lighting >> Bulbs >> Wipro Bulbs""]",375.0,265.0,4.2,4.2,Wipro,1,199,98,Low,0,327,375
Sophies Shisha Assorted Hookah Flavor,"[""Home Decor & Festive Needs >> Table Decor & Handicrafts >> Table Decor >> Hookah & Hookah Flavours >> Hookah Flavors >> Sophies Hookah Flavors""]",1400.0,1400.0,5.0,5.0,Sophies,0,100,63,Low,0,274,310
Unnati Floral Double Top Sheet Multicolor,"[""Home Furnishing >> Bed Linen >> Blankets, Quilts & Dohars""]",2997.0,999.0,5.0,5.0,Unnati,0,199,28,Low,0,278,354
Unnati Abstract Single Top Sheet Multicolor,"[""Home Furnishing >> Bed Linen >> Blankets, Quilts & Dohars""]",1797.0,599.0,5.0,5.0,Unnati,0,159,60,High,2,278,354
SYON Cotton Floral Double Bedsheet,"[""Baby Care >> Baby Bedding >> Baby Bedsheets >> SYON Baby Bedsheets >> SYON Cotton Floral Double Bedsheet (1 BEDSHEET W...""]",999.0,499.0,5.0,5.0,SYON,0,97,79,High,2,14,290
SYON Cotton Floral Double Bedsheet,"[""Baby Care >> Baby Bedding >> Baby Bedsheets >> SYON Baby Bedsheets >> SYON Cotton Floral Double Bedsheet (2 BEDSHEET W...""]",1699.0,809.0,5.0,5.0,SYON,0,164,94,Low,0,15,290
SYON Cotton Floral Double Bedsheet,"[""Baby Care >> Baby Bedding >> Baby Bedsheets >> SYON Baby Bedsheets >> SYON Cotton Floral Double Bedsheet (2 BEDSHEET W...""]",1599.0,719.0,5.0,5.0,SYON,0,182,37,Low,0,15,290
SYON Cotton Floral Double Bedsheet,"[""Baby Care >> Baby Bedding >> Baby Bedsheets >> SYON Baby Bedsheets >> SYON Cotton Floral Double Bedsheet (4 BEDSHEET W...""]",3499.0,1529.0,5.0,5.0,SYON,0,65,93,High,2,16,290
"Aarti Collections Women's Self Design Casual, Formal Denim Light Blue Shirt","[""Clothing >> Women's Clothing >> Formal Wear >> Shirts >> Aarti Collections Shirts >> Aarti Collections Women's Self Design Casual, Fo...""]",1150.0,569.0,5.0,5.0,Aarti Collections,0,126,22,High,2,70,5
Maharaja Timer Electric Tandoor,"[""Home & Kitchen >> Kitchen Appliances >> Food Makers >> Maharaja Food Makers >> Maharaja Timer Electric Tandoor (Black)""]",3490.0,2650.0,5.0,5.0,Maharaja,0,55,68,Low,0,251,195
Deep kitchen press Steel Grater and Slicer,"[""Kitchen & Dining >> Kitchen Tools >> Choppers & Peelers >> Graters & Slicers >> Deep Graters & Slicers >> Deep kitchen press Steel Grater and Slicer (Stee...""]",453.0,259.0,1.5,1.5,Deep,0,151,20,Low,0,316,85
SAYITLOUD Men's Vest,"[""Clothing >> Men's Clothing >> Inner Wear & Sleep Wear >> Vests >> SAYITLOUD Vests >> SAYITLOUD Men's Vest""]",599.0,299.0,2.3,2.3,SAYITLOUD,0,25,96,Low,0,44,285
SAYITLOUD Men's Vest,"[""Clothing >> Men's Clothing >> Inner Wear & Sleep Wear >> Vests >> SAYITLOUD Vests >> SAYITLOUD Men's Vest""]",499.0,299.0,3.0,3.0,SAYITLOUD,0,9,68,Medium,1,44,285
Royal Men's Kurta and Churidar Set,"[""Clothing >> Men's Clothing >> Ethnic Wear >> Sets >> Royal Sets >> Royal Men's Kurta and Churidar Set""]",1999.0,999.0,5.0,5.0,Royal,0,96,91,High,2,43,281
Elephant Brand 3 Fold Polka Dotted Prints - Manual Open Umbrella,"[""Tools & Hardware >> Tools >> Home Utilities >> Umbrellas >> Elephant Brand Umbrellas >> Elephant Brand 3 Fold Polka Dotted Prints - Manu...""]",499.0,449.0,5.0,5.0,Elephant Brand,0,174,64,Medium,1,386,106
Cenizas Western Mocassins,"[""Footwear >> Women's Footwear >> Casual Shoes >> Mocassins >> Cenizas Western Mocassins""]",599.0,440.0,1.3,1.3,Cenizas,0,65,17,High,2,241,59
"NOVA Professional Hair NS216 Trimmer, Clipper, Shaver For Men","[""Health & Personal Care Appliances >> Personal Care Appliances >> Shavers >> NOVA Professional Hair NS216 Trimmer, Clipper, S...""]",1199.0,247.0,3.6,3.6,NOVA,0,26,12,High,2,246,216
Balaji Velvet Sofa Cover,"[""Home Furnishing >> Living >> Sofa Covers >> Balaji Velvet Sofa Cover (Brown Pack of 6)""]",5199.0,3599.0,5.0,5.0,Balaji,0,153,22,High,2,283,29
Mast & Harbour Skinny Fit Women's Jeans,"[""Clothing >> Women's Clothing >> Fusion Wear >> Jeans & Shorts >> Jeans >> Mast & Harbour Jeans >> Mast & Harbour Skinny Fit Women's Jeans""]",1899.0,1044.0,5.0,5.0,Mast & Harbour,0,74,17,High,2,71,201
Blackberrys Solid Single Breasted Casual Men's Blazer,"[""Clothing >> Men's Clothing >> Suits & Blazers >> Blazers >> Blackberrys Blazers >> Blackberrys Solid Single Breasted Casual Men's B...""]",5995.0,5995.0,5.0,5.0,Blackberrys,0,5,10,High,2,63,41
Clovia Lingerie Set,"[""Clovia Lingerie Set""]",699.0,509.0,4.0,4.0,Clovia,0,137,65,High,2,162,64
CONVENIENCE vm46 headphone for XIOMI Mi4 and Mi4i Signature vm46 Stereo Wired Headphones,"[""Mobiles & Accessories >> Mobile Accessories >> Headphones >> CONVENIENCE Headphones >> CONVENIENCE vm46 headphone for XIOMI Mi4 and Mi4...""]",399.0,249.0,5.0,5.0,CONVENIENCE,0,16,22,High,2,335,53
Esteem Boy's Drawer,"[""Clothing >> Kids' Clothing >> Boys Wear >> Innerwear & Sleepwear >> Bloomers & Drawers >> Esteem Bloomers & Drawers >> Esteem Boy's Drawer""]",900.0,399.0,3.2,3.2,Esteem,0,94,90,Medium,1,32,108
Transcend Premium Memory DDR2 2 GB (1x2GB) PC SDRAM (JM800QLU-2G),"[""Computers >> Computer Components >> RAMs >> Transcend RAMs >> Transcend Premium Memory DDR2 2 GB (1x2GB) PC SD...""]",2999.0,1248.0,4.2,4.2,Transcend,0,50,82,Low,0,168,346
MUA MAKEUP ACADEMY SWEET SHEEN DUSKY ROSE,"[""Beauty and Personal Care >> Body and Skin Care >> Lip Care >> Lip Balms >> MUA MAKEUP ACADEMY Lip Balms >> MUA MAKEUP ACADEMY SWEET SHEEN DUSKY ROSE (2.8 g)""]",550.0,350.0,5.0,5.0,MUA MAKEUP ACADEMY,0,38,50,Low,0,23,193
Nova KT 728S Electric Kettle,"[""Home & Kitchen >> Kitchen Appliances >> Electric Jug(heater)/Travel Kettles >> Nova Electric Jug(heater)/Travel Kettles >> Nova KT 728S Electric Kettle (0.5 L)""]",3195.0,699.0,3.6,3.6,Nova,0,181,14,Medium,1,250,229
Elite Collection Medium Acrylic Sticker,"[""Baby Care >> Baby & Kids Gifts >> Stickers >> Elite Collection Stickers""]",1299.0,999.0,4.0,4.0,Elite Collection,0,82,64,Medium,1,11,107
Uberlyfe Large Vinyl Sticker,"[""Baby Care >> Baby & Kids Gifts >> Stickers >> Uberlyfe Stickers""]",1190.0,595.0,4.0,4.0,Uberlyfe,0,49,47,Medium,1,12,350
